text,label
"If citizens had no access to health care and education, their physical health and psychological soundness would be at risk",1
the government should be accountable for citizens' health care and education to keep society safe and stable,0
"without sufficient guidance of teachers, these citizens might misbehave or even commit crimes, posing a threat to other citizens' security",1
it is the government that should be obligated to fund the health care and education for citizens,1
"citizens enjoy the right to live in a harmonious and stable environment, which should be enabled by the government, the leader of the society",1
it is a waste of public money for the government to subsidize health care and education of each citizen in society,0
"a great number of people, in fact, have had the capacity to pay for the both privately",1
"the government should give priority to more pressing problems related to social members' wellbeing, such as soaring crime rate, AIDS epidemic or the shortage of infrastructure, which are requiring financial resources from the government to address",1
flourishing economies can go hand in hand with environmental preservation,0
thriving economies and the preservation of ecosystems can be promoted simultaneously,0
"unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources",1
people in the poverty-stricken areas are not likely to be equipped with knowledge to preserve the ecosystems,1
the economic development and environmental protection can be conflicting,0
"some countries may place economic developments ahead of environmental protection, thus ruining the local environments",1
they have to rely on natural resources to maintain their living standards,1
"these needy countries lack adequate financial and human resources, advanced technologies and experience",1
the booming economy can be closely linked to the preservation of the environment,0
"With people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales",1
electronic bicycles powered by clean energy resources have been well received among people in recent years,1
it may spur its economic development,1
"If a firm is environmentally conscious, it may have to make optimal use of its resources to improve its production lines and equipment, which can boost productivity",1
taking environmental consequences seriously can enhance working efficiencies,0
"without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic development",1
arts are supposed to be included in the government's investment as well,0
the government should give priority to public services and facilities,1
public services and facilities should be given adequate attention by the authorities to maintain social stability,0
"the government plays the role of a leader among citizens, which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable",1
"public services such as education system or medical care can meet people's basic demand of survival, security and knowledge, thus making them feel comfortable, which can lower the crime rate",1
arts should by no means been disregarded by the government,0
arts can enrich people's cultural lives,1
"Currently, people are increasingly occupied with their work and studies due to the stiff competition",1
"they require various entertainment such as music, movies or books to them ease their minds and release pressure",1
"Without arts, people would be at risk of suffering psychological problems",1
public services and facilities are an integral part of the government expenditure,0
the authorities should also respect the value of arts which are individually and socially advantageous,0
funding arts is beneficial to the local cultural and economic development,0
Cultural heritage constitutes an essential part of arts,1
"preserving local arts may promote the preservation of the local cultural heritage, which not only helps the local people have a sense of belonging but also contributes to the booming local tourism industry",1
arts serve cultural and economic purposes,1
more good come from zoos than bad,0
both of the arguments have strong supports,0
keeping animals in captivity is wrong,0
animals should be considered non-human persons and they should have the right of having freedom,1
This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures,1
"many zoos, especially the ones in developing countries, do not provide care and attention which their animals require",1
The animals are often undernourished and do not have sufficient quality and quantity of medical treatment,1
sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe,1
zoos provide the public with good entertainment and also help to ensure the balance of the ecology,0
"Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world",1
Zoos provide educational information about the lives of different animals to the public,1
zoos play an important role in reserving many breeds of animal and preventing them from being missing from life,1
"in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters",1
zoos are needed to keep the nature balanced,1
the artists must be given freedom so that they will produce some really marvelous masterpiece,0
there should not be any restrictions on artists' work,0
there are many wonderful and beautiful Arts due to the freedom to express ideas,0
there should be no restrictions on them,0
Allowing them to think freely will give them an opportunity to express themselves,1
ideas can naturally flow when there are no limitations,1
even though freedom to express ideas can bring some negative effects,1
"without any limitations, there will be more awe inspiring work from our artists",0
"if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run",1
"when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies",1
paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times,1
it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation,1
human rights is violated if artists are not allowed to express their feelings freely,0
"Today, many countries make numerous efforts to show that they are democratic countries",1
Arts is one of the ways that can be used to criticise social problems and government policies in a particular country,1
the famous movie '3 Idiots' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn,1
"In case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society",0
artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts,1
They might go deeper into certain aspects that can cause controversies in a country,1
Malaysia is a multiracial country whereby all the citizens live together in harmony and peace,1
I find myself aligned with opponents of the usages of nuclear power,0
nuclear power may appear silver bullet for energy crisis but its disadvantages far outweigh the advantages,0
pursuit of nuclear technology one way or the other leads towards atomic weapons,0
Last century has witnessed the horrors of such weapons,1
If each country pursues the fusion and fission process some of them may try to mold it for military usage,1
even civil usages of atomic power pose a dire threat of radio activity,0
recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area,1
This unfortunate event proves that no matter how much careful we are such accidents are inevitable,1
Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it,0
while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power,1
This waste is many times more lethal to our environment than any of the other hazardous material,1
giving those with no work a mobile phone each is a total waste of money,0
providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment,0
"when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities",1
"if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive",0
they can surf the The Star Onlines' work section to find a job that is suitable for them,1
"With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job",1
the mobile phones can also be used to make calls with the companies in which they would like to work with,1
supplying hand phones to the unemployed is a waste of the taxpayers' money,1
the money can be used for other intentions rather than giving hand phones to the unemployed,0
the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country,1
the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living,1
"when hand phones are provided for free, many would want to take advantage of this opportunity",0
"It will not be surprising that in order to obtain a mobile phone, they make themselves jobless",1
Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones,1
the public's money is spent worthlessly,1
"till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment",0
CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace,0
CCTV cameras are essential and therefore must be installed in every premise,0
This is chiefly to shield oneself from being harmed by any intruders or robbers,0
privacies are lost with the use of these cameras,1
safety should be put first in order to be safe,1
CCTVs must be put in all workplace so that crime rates can be minimized,0
"by having CCTV cameras at workplace, crimes such as robbery can be trimmed down",1
"when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced",1
"in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight",1
"as the employees know that they are under constant surveillance, they will less likely steal from the shops",1
the installation of CCTV cameras may help the employees escape this situation,1
these cameras can help to provide some form of protection to the workers against the customers,0
the customers know very well that their conversations are recorded,1
"at some offices, employees are often required to handle angry or frustrated customers",1
face-to-face interactions with an annoyed customer can put the employee in physical danger,1
Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras,0
one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences,1
opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime,1
the videotapes can used to determine what actually took place and further actions can be then taken,1
"I would prefer to work for myself, and have my own business",0
working for the other have some advantages,0
people that have their own business are more comfortable,0
"They have more opportunities, profits, and authorities",0
there are a large number of opportunities in privat works that you cannot find them when you work for the others,0
"In your job you can be boss of yourself; however, in the other jobs someone else are your boss",1
"You always have to be responsible for your task, and it make a stressful situation that I never like it",1
"when people work for themselves they make more profit for themselves, but in the other jobs you make profits for the other such as your manager",0
"nowadays most of them pick up this profit without sharing a small sum of it with their workers, and from my point of view it is unfair",1
there are some authorities in privat jobs that workers are always looking for them while they are working for the others,0
When you work for yourself you can punch in and punch out whenever you want,1
"Sometimes some occasions happen to people for example a disease, sticking in a traffic jam and sometime going on a vacation",1
"For all of them we have to ask for a permission, and most of the time we are not allowed",1
a defeated person has to try and try until to achieve her or his goal,0
people should not give up when they face with a failure,0
"they have to learn new points from that failure, and they become more experienced",0
"when people face with a failure they can learn a large number of things from that failure, therefore in the next effort they try to avoid doing and repeating that mistakes",0
"most of inventors in the first phases of their job face with some problems and defeats, but in the next stages they learn how to deal with problems",1
"experience shows while people doing a job constantly, they become more experienced in that subject, so in the final effort they become successful with the high percentile",0
"scientists experiment a substance for a long time, after they gain lots of experience and knowledge about that subject they decide to make it final",1
human needs should be considered more,0
endangered animals are important,0
day by day population is increasing,1
human needs for food is increasing as well,1
"nowadays humans need farmland, housing and industry",0
increasing population are more important than saving land for endangered animals,0
they do not need so much land that people need,0
the population of endangered animals are less than people's population,1
farmlands are vital for human life,0
"We need farmland to grow crops such as wheat and corn, and there is no doubt that without food people cannot alive for more than some weeks",1
people need shelters to protect themselves from mother nature such as wind and flood and wild animals,1
Dwelling is one of the most important human needs after food which is undeniable,1
they need land to build their houses on it,0
some lands should be assigned to industry,0
"human need some crucial things to continue their life, and most of them are industrial such as medicine",1
Todays life has some difficulty which become comfortable with the help of industry,1
although appearance is important,0
personality is the most important,0
We can never judge about a person with his or her appearance,0
the best way to judge about individuals' is to be familiar with their personality not with their appearance,0
we have to be aware to never judge with their appearance,0
there are people who play a role and cheat the other individuals with their playing,1
"some people cheat their fiance before marriage by showing a cheerful face and well spoken; however, after getting marriage they show their real personality",1
"One day in a cold winter while I was getting back to home from school I realized that I lost my keys, so I could not do anything before my parents getting back home",1
"I have a neighbor who are old, black skin and frown and I had always panicked of her",1
"She asked me to stay with her till my parents come, also she was great in hospitality and her behavior was unforgettable",1
"there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague",0
I had to never judge with people's appearance,1
fashion trends have a more essential role to play in people's lives than personal dressing styles,0
"people should, especially for ones lacking basic aesthetic knowledge, care more about fashion trends in lives as they can keep pace with the world's changes",0
"creative design talents can value their own dressing ideas, developing their own fashion styles as they like",0
"following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today",0
"When individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world",1
"if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds",1
they might fall behind shortly,1
people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information,1
"Without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles",0
following fashion trends constantly may undermine individuals' personalities,1
"Individuals purchase their clothes according to the latest fashion trends, which may result in the phenomenon that people would wear the same style of clothes",1
the world would look monotonous,0
"as the privileged minority, wealthy nations have every reason to share their fortune with the poor",0
"wealthy nations' offering in need is not only a moral deed, but also a worthwhile one which will one day pay off in other ways",0
Only those who sympathize with their fellowman can prosper in the long run,0
"it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so",0
"Compassion, a virtue preached in almost all religions from Buddhism to Mohammedanism, is what distinguishes us human beings from animals",1
such aid could also create a win-win situation,0
Underdeveloped nations no doubt receive direct benefits through such deeds,1
"For developed nations, new medical problems may very well arise from the work in underdeveloped nations",1
"related research is conducted accordingly to conquer the problem, promoting the development of the pharmaceutical industry",1
"The potential market in those poor countries, most of which has a huge population, is also a thing worth mentioning",1
"By building a good relationship with them, wealthy nations can not only broaden their global market, but also facilitate future international commerce",1
"The underdeveloped nations, in return, may export local agricultural products, mineral products with discount to the former, boosting each other's economy",1
It is a completely right and extremely wise policy to focus on health education and preventative measures rather than treatment,0
we should give more priority to health education and preventative measures than to treatment,0
reasonable attentions should be paid to treatment so that our citizens are always looked after with best services,0
Health education causes long-term positive effects on our next generations,0
Preventative measures will help improve general health state of all citizens,1
"thank to a full health education from their childhoods, children will have good habits of taking care of their own health and these habits may be kept in their adolescences",1
"if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older",1
health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases,1
"Instead of afraid or panic, they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes",1
Many diseases which may be cured easily can turn to serious ones if we do not have right treatment,1
Health education will help people to have right choices of treatment to recover more quickly,1
"vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu, smallpox, rubella so on",1
"When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably",1
human resources play a key role in the development of a country,1
investing money to enhance the general health state is a totally right decision,0
the cost of treatment is often much higher than that of prevention,1
the government can save a lot of money for our country's health budget,1
"news media not only brings people entertainment, but also polishes up people' knowledge",0
the development of news media has been making great inroads into the lives of all people,0
the progress of news media is an advantageous development,0
It relaxes people with plentiful entertainment news,1
It enriches people's knowledge with worldwide information,1
It also positively affects the way people live in many other aspects,1
today entertainment is easier for people to enjoy than ever before,1
"The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody",1
the popularity of news media is beneficial to human beings,0
"People can sit in front of their televisions and watch whatever they want, from musical concerts to live football match",1
This is a convenient way of relaxation after hard work,1
news media help people broaden their knowledge,0
there is a strong likelihood that today people are able to know the world better,1
"It is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth",1
This is particularly essential when the globalization process has been permeating into all areas of society,1
the fast growth of news media is helpful for people worldwide,1
the juries should at least know something about the criminals before coming to a conclusion,0
the current way of the juries judging the case should be transformed and they should know the facts about the criminals they are dealing with,0
they will be able to give a better and reliable as well as a fair judgment to the convicted,0
it would be easier for the juries to make a decision if they know about the past information about the criminal,0
knowing their background very well will enable the juries to analyze the crime before coming up with a judgment,1
take a person who has not murdered anyone but is suddenly found to be guilty,1
The juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person,1
punishment can be given in accordance to the condition,1
exposing them to the past records of the criminal can give them more room to think rationally and finally put the pieces together in order to produce a more meaningful decision,1
the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences,1
the convicted will also receive a fair action,0
juries are a group of people who have no or less knowledge regarding law,1
a fair trial can be achieved,1
"when the background of the convicted is 'dug' deeper and is revealed to mass of anonymous people, his privacy is being jeopardized",0
"If finally he is proven innocent, he may feel embarrassed to face the public",1
the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well,1
I would agree to idea of taking a break before starting higher education,0
"Students who take break, gain lot of benefits by traveling around the places or by working",0
They tend to contribute more due to their real world experiences which makes them more mature,1
"Experience gained through traveling to different places, meeting different people and even at job goes long way",0
It not only enhances the confidence of a student but also makes them independent,1
Student's who works tend to gather better financial resources which they can rely on during their university studies,1
This experience also makes them aware of what they would like to make of their life,1
They develop broader view and can make a better choice of their future studies or courses,1
They might even find it difficult to adapt to education environment,1
There is also a risk of student never going back to university or higher education,1
"Probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries",1
"This might only help them in a short run as it is a known fact that to make a reasonable career in longer runs, one needs a proper and higher qualification",1
"Once student's starts earning, they might not like to go back to studies where they would lose their financial independence",1
Taking a break not just has benefits but it also comes with some negative impacts,0
one can also shine without even having to attend universities,0
it would be wrong to say that one's success completely depends on the education he or she receives at the institutions,0
it is indeed true that university education is pivotal in a person's life in order for one to prosper,0
"it is certainly true that university education is of paramount importance for certain professions such as doctor, engineer and lawyer",0
"Without proper training and knowledge, it would be impossible for them to perform their best in their careers",1
"Not only that, when they are in a university, they will have the opportunity to share their knowledge as well as to network for business associates and partners",1
This can benefit them in future when they intend to open up their own companies or hospitals,1
there are also a significant number of people who are very successful in their fields without going to university,0
Take for instance those who start their own business,1
These people depend solely on hard work and luck,1
for some of them it proved to be a profitable job,1
Michael Dell who is the founder and the CEO of Dell left college at 19,1
he started his computer company in his college dorm room,1
he used his earnings as well as his family's loan in order to progress to be who he is now,1
people with natural talents are also most likely to excel in their life,1
individuals born with talents have also a high chance to be successful,0
This is especially true in sectors like entertainment and sports,1
The introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph,1
David Archuleta who was once a nobody has now taken up a large space in hearts of many,1
the right age for a person to retire should be around 60 years old,0
strongly agree that age should be set as a criterion for people to retire at the aforementioned age,0
"if senior workers dominate the working sector, there will be lesser job opportunities for the fresh graduates",1
most of them will be forced to take up careers which are poles apart from what they had studied for,0
"a medical graduate might find it very disheartened when he had to spend around five precious years studying medicine and at the end of the day, he will have to take up another profession rather than doctor due to the insufficient job opportunities available",1
"due to the lack of genuine passion on the work which was not of their option, there is a greater possibility for their performance standard to dwindle at their workplace",1
"it would indeed be better if at an older age, opportunities are given to the younger ones",0
not all elderly workers are physically well,1
"Beyond that age, a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses",1
the stressful life that an aged teacher goes through will definitely take a toll on him,1
they will not be able to give their best in whatever they are doing,1
"the academic institution will have to pay for his medical bills, resulting in more loss for the institution",1
it is indeed evident that age limit should be set for retirement,0
the expertise of the senior workers who had retired should never be underestimated,0
"Their invaluable experiences and knowledge in their respective fields such as engineering, medicine, and law can certainly be beneficial to the younger generation",1
it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge,1
public museums and art galleries will still be necessary,0
we can see the art works and historical objects online,0
the Internet really brings them convenience,1
pictures online are only limited to a screen size,1
the exhibits in museums or galleries are all life size and visitors can get a more direct felling,1
we still need museums and art galleries,0
computers can be introduced to museums and galleries in order to help visitors to know more about the art works or historical objects,0
"only when we see the real mummy, can we experience mystique",1
Most people nowadays prefer to use the Internet to search for art work,0
We can browse the art work from all over the world at home,1
people may not get a spiritual experience,1
"In order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing",0
"at American Museum of Natural History, you can make a bone-by-bone reproduction of the museum's stegosaurus",1
"at Museum of Art in New York, you can look at 17th century instruments while listening to their music",1
"While if you ""visit"" the museum online, you may not able to get this kind of experience",1
Seeing an art work on computer screen is not the same as you watch it by your own eyes,0
you can't see the texture of the artwork which is very important to study the skills used by the artist,1
not all the details of the artwork can be shown on the computer screen,1
Some details might be dim,1
the resolution ratio of the screen is not high enough,1
These may influence the comprehension of the art work or historical objects,1
"I disagree with reducing the cost of medicines, which may exacerbate their qualities",0
The reduction in cost of medicines therefore shows the sign of humanity,0
"If people in poorer countries gain access to these drugs, their health situations may be better",1
more lives will be saved by the use of effective medicines,1
The medical industry in developing countries is incapable of producing high-quality drugs,1
"With advanced technology, the developed world has achieved remarkable breakthroughs in making medicines, which can cure a variety of serious illnesses",1
there are other measures to improve the situation,0
It is advisable for the government to encourage medical production by supplying land for building factories and reducing part of the taxes,1
charitable organizations can buy medicines from developed countries and distribute to the undeveloped world for free,1
"the current cost of medicines is , in fact, reasonable and based on the medicines' effectiveness",0
"the process of researching, testing and producing drugs in masses costs a substantial amount of money",1
these products prove to ensure human health completely,1
"the measure cannot be adopted, otherwise those companies will go into liquidation",0
"Suppose companies were forced to reduce the cost of drugs, they would make no profit, even running up debt because of production expenditure",1
the effort to prohibit people from smoking in public area is certainly helping in curtailing the associated health risks and to create a healthy nation,0
the move will do more good by looking at the quality of health and image of a nation in long run,0
the number of fatality can be significantly reduced if a total ban on public smoking is implemented,0
it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time,1
Recent death statistic released by the Malaysian Ministry of Health shows that the top killer was lung related diseases caused by smoking,1
A large proportion of death involved second hand smoker particularly young children and pregnant women who were vulnerable to these lethal diseases,1
the image of a healthy nation can be promoted when government restricts public smoking by imposing stern penalty to the offender,0
This example shows the benefit of restricting public smoking to a country as a whole,1
"the Brunei government had recently enforced a law against smoking in public areas such as cafés, hospital and shopping street",1
"This step has curbed down the numbers of smokers in the country and as a result, Brunei remains a place known for its tranquility and cleanliness",1
concerns to save Earth are vital,0
rapid development of infrastructure is eating most of the forest throughout world,0
Earth is our home and it should be protected,0
The so-called Concrete jungles have evolved endangering forests and wild life,1
life saving oxygen is produced by trees after converting harmful carbon dioxide gas,1
wild life is very essential to maintain ecological balance on planet Earth,1
large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer,0
Importance of ozone layer is evident by the fact as it protects us from harmful ultra violet rays,1
excess emission of carbon dioxide gas mainly by vehicles around the world has increased the average temperature at north pole which in turn has increased water level due to gradual melting of glaciers,1
either industrial waste or domestic waste produced everyday is badly polluting the planet Earth,0
a large amount of unnoticed industrial waste released in oceans effects aquatic life to a large extent,1
Harmful chemicals present in industrial waste kills lot of sea creatures in oceans or rivers,1
the government should regulate the correct amount of violent and sexual content and censor the culturally unsuitable information,0
it should increase the level of control to protect the public against inappropriate contents and unsuitable foreign cultures,0
One of the strong arguments in favour of tighter media control is to limit the violent and sexual content,0
They have a serious impact on people in their puberty,1
"an internet cartoon comedy called happy tree is extremely brutal, where the characters usually have their heads or limbs tear off",1
television companies import foreign programmes from time to time and audiences might accept their ideas which maybe otherwise not welcomed to local culture,0
A few years ago there was a Japanese game show which involved throwing cream cakes to the loser,1
This is actually very environmentally unfriendly,1
"the government should disclose the information to the media in a timely manner, especially for disasters and outbreak of new diseases",0
"Taking the SARS in 2003 as an example, the Chinese government limited the amount of information for public access which therefore causes numerous deaths",1
another perspective on this is to prevent the citizen from unnecessary fear and unrest,1
"being a citizen involves in a number of duties, other than paying taxes",0
People in society must do more than paying taxes to contribute to their society,0
they have fulfilled their duty as a citizen,0
"If people are paying taxes, that means they are taking part in the development of their country as well as the country's economy",1
Taxes are the income for every country in the world and they are extremely important for developing countries,1
"the crime rate is reduced and society becomes a peaceful place, so the country will develop at a rapid pace",1
individuals of a country are responsible for many other things apart from paying tax,0
"in order to develop a country, citizens must obey laws, which were imposed by the government",1
being a citizen in society should protect the country's culture and history,1
people should have knowledge about their own culture and history by studying at school with full concentration or reading them from books,1
a person has to unite with other people in the community so as to develop their nation,1
"if people in society have a strong bond with each other, society will become a peaceful place, where people are helping and sharing to each other",1
primates should have the same rights as human beings,0
it should be made illegal,0
it seems to me that testing on animals has no clear result,0
There are several reasons why animal testing should be banned,0
the costs outweigh the benefits,1
"Every year, cosmetic companies, farms or medical schools kill millions of animals to test their products, without any beneficial result",1
Animal testing costs an enormous amount of money,1
"they must be fed, cared for and treated with drugs or experimental substances",1
sacrificing animals is an expensive and painful activity,0
animals are kept in unnatural conditions,1
"Recent studies point out that animals are neglected and treated poorly, which influences their reactions to drugs",1
"In March 2003, a lab technician shot a video inside a lab, which revealed primates in cages without pain medication, for instance one baboon with a metal cylinder screwed into its head",1
animals and people's response to a drug can be different,1
human beings have no moral right to use animals in ways that do not benefit the individual,0
"it is not only inhumane and cruel to cause pain to animals, but also misleading",1
exams have a role to play in ensuring proper and objective assessment of achievement,0
exams need to be carefully designed and supplemented with other forms of evaluation if they are to be a truly useful component of the education system,0
There are clearly advantages to exams,0
They help to ensure fairness by imposing the same conditions on all exam candidates,1
"They are also relatively versatile; different types of exam questions, for example, multiple-choice questions and essay tasks, can test different sorts of reasoning ability",1
exams also have some drawbacks,0
Test-wise candidates can often perform well on exams without having good underlying knowledge or skills,1
some test-takers perform cannot achieve a satisfying result because of anxiety,1
"teachers and learners focus only on theses aspects of the curriculum that are likely to be tested, thus narrowing the educational experience for all",1
A number of measures should be taken to address these concerns,0
exams should match the content and activities of the learning environment,1
Exam task should be varied to give fair opportunities to candidates with different types of skills,1
"Other types of assessment should also be considered, assignment writing, for example, to assess independent learning and research skills, or group projects, to measure teamwork ability",1
"richer nations should take more responsibility for helping the poorer nations in all health, education and trade",0
Improvements in these areas will create a better life for residents in poorer nations which they can use to grow their homeland,0
Poorer nations need help from richer nations in these areas to develop their countries,0
richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals,0
"in the area of health, poorer nations normally have less quantity of doctors and nurses compared to richer nations",1
High population in poorer countries due to lack of family planning caused the proportion of doctors unbalance to the quantity of resident,1
poorer nations are lack of hospitals to fulfill the demand of the patients,1
richer countries can allocate experienced educators to train more teachers and lecturers in poorer countries,0
"for the issue of education fee, richer countries should offer scholarships and loan to the qualified students",0
"in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions",1
education for these countries normally is not free so only certain group of students can afford it,1
"in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money",0
Trading are less active in poorer countries may also be caused by incomplete transportation infrastructure,1
residents in rural areas still depend on their own farm for food production,1
richer nations can provide financial service to poorer countries to encourage trading,1
The former can also give consultation on setting up a complete and efficient transportation infrastructure to support trading,1
"I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers",0
there can be no school without a teacher,0
"computers will continue to be used by teachers in the learning process, but they will never take their place",0
"Teachers are not just teachers, they are also friends and conseilieurs",0
computers need to be operated by people,0
they are just tools for teachers and they cannot work properly without human's touch,1
scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching,1
lessons are more attractive and easier to understand when they are put on a Power Point presentation and then presented with a LCD Projector,1
No one can argue that technological tools are must-haves for the classroom of today,1
children need human interactions,0
"As a recent interview with Josh Trumm – the founder of the 'Teachers Global Group'- reveals, human interactions will never be imitated by computers: 'This verbal and non-verbal communication between teachers and children is the first step towards a proper educatio",1
"Without someone who can explain and understand their problems, pupils cannot actually learn'",1
"only a teacher can feel and connect with pupils, be a friend and a model",1
"No matter how advanced technology will be, it is clear that a computer will never be able to communicate with its pupils",1
newly developed plant foods and machinery make significant financial success for the farmers,0
the demerits of applying these new developments in the agriculture industry cannot be overlooked,0
applying the advanced fertilizers in combine with the automatic reaping resources increase farmers' economic profit,1
"artificial fertilizers catalyze the capacity of each inch of farmland in order to churn out the crops, and automatic machinery enhances the work efficiency of the harvest",1
the production and labour cost of each kilogram of the agriculture products dramatically decreased,0
high-tech fertilizers pose a potential threat to individuals' health well-being,0
"Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying the gene of crops into those unknown substances but also remaining inside of plants permanently",1
consumers who intake those fertilized products on a regular base tend to suffer a series of disease in the future,1
excessively relying on the electronic equipment for harvest causes several impacts to the society,0
One is that it worsens the air pollution by releasing the excessive exhaust emission,1
manual harvest prevents severe environmental damages,1
mechanical reaper causes the rise of the unemployment rate in the farming industry,1
high-end reaping plants replace a large number of workers in the fields,1
governments should help and encourage artists to continue their work,0
art is a very valuable object for every country and the talent in this area cannot be discovered everywhere,0
